corner,vdd,algo,run,feasible,penalty,objective,VREF,TC,LOOP_GAIN_DB,PHASE_MARGIN_DEG,GAIN_MARGIN_DB,POWER_UW,sim_failure
sf,1.98,ABC,0,1,0,53.78762,1.219397,18.44926,50.8358,63.503,15.6825,47.16493,
sf,1.98,ABC,1,1,0,53.69678,1.219266,19.03778,50.6977,63.467,15.7274,46.13132,
sf,1.98,ABC,2,1,0,54.07867,1.219404,18.4243,50.6351,62.977000000000004,15.4689,46.65184,
sf,1.98,ABC,3,1,0,54.00387,1.219401,18.3995,50.7421,63.116,15.5436,46.75865,
sf,1.98,ABC,4,1,0,53.91593,1.219362,18.69333,50.5188,63.358999999999995,15.6234,45.44215,
sf,1.98,ABC,5,0,6,-200.0,,,,,,,timeout
sf,1.98,ABC,6,0,6,-200.0,,,,,,,timeout
sf,1.98,ABC,7,0,6,-200.0,,,,,,,timeout
sf,1.98,ABC,8,0,6,-200.0,,,,,,,timeout
sf,1.98,ABC,9,0,6,-200.0,,,,,,,timeout
sf,1.98,ABC,10,0,6,-200.0,,,,,,,timeout
sf,1.98,ABC,11,0,6,-200.0,,,,,,,timeout
sf,1.98,ABC,12,0,6,-200.0,,,,,,,timeout
sf,1.98,ABC,13,0,6,-200.0,,,,,,,timeout
sf,1.98,ABC,14,0,6,-200.0,,,,,,,timeout
sf,1.98,ABC,15,0,6,-200.0,,,,,,,timeout
sf,1.98,ABC,16,0,6,-200.0,,,,,,,timeout
sf,1.98,ABC,17,0,6,-200.0,,,,,,,timeout
sf,1.98,ABC,18,1,0,53.96014,1.219398,18.3399,50.7113,63.007999999999996,15.5486,45.73651,
sf,1.98,ABC,19,0,6,-200.0,,,,,,,timeout
sf,1.98,ABC,20,1,0,52.60396,1.219418,18.62786,50.5124,63.928,15.751,47.70904,
sf,1.98,ABC,21,0,6,-200.0,,,,,,,timeout
sf,1.98,ABC,22,0,6,-200.0,,,,,,,timeout
sf,1.98,ABC,23,0,6,-200.0,,,,,,,timeout
sf,1.98,ABC,24,0,6,-200.0,,,,,,,timeout
sf,1.98,ABC,25,0,6,-200.0,,,,,,,timeout
sf,1.98,ABC,26,0,6,-200.0,,,,,,,timeout
sf,1.98,ABC,27,1,0,54.00689,1.219408,18.45406,50.5051,63.057,15.5273,45.59096,
sf,1.98,ABC,28,0,6,-200.0,,,,,,,timeout
sf,1.98,ABC,29,0,6,-200.0,,,,,,,timeout
sf,1.98,ACO,0,0,6,-200.0,,,,,,,timeout
sf,1.98,ACO,1,1,0,53.45153,1.219378,18.72291,50.4817,63.943,15.8068,46.26187,
